-671,856,218,118,77,16
110,932,-106,499,152,-199
-858,-923,971,-346,442,-309
-295,655,-56,-502,801,-494
-479,-497,-802,-843,-205,-44
795,-981,-544,-240,259,-124
146,-767,-27,572,-719,945
667,855,-231,816,526,-733
502,-220,-816,39,18,833
297,62,-856,-283,-360,950
490,-801,-905,-930,286,-253
715,-175,716,737,150,182
-788,670,-78,684,390,-526
-261,-242,-310,-954,-466,124
33,334,676,-900,893,99
-630,378,390,-981,625,-245
296,208,953,-531,936,868
642,617,-572,-199,743,107
980,-621,37,-459,-727,-693
886,125,1000,461,224,208
-300,-326,517,-980,856,-537
-128,290,-975,865,-557,975
-947,766,953,7,-296,-614
653,-783,-797,-52,-793,25
680,615,55,-782,-374,572
-643,-616,-595,53,-473,449
-381,909,-761,73,1001,905
-507,987,83,-548,-783,-837
850,-10,-70,909,-793,-632
-635,964,-857,924,945,-994
882,589,802,-176,-184,759
235,637,344,-704,-473,-107
-412,-219,64,-39,-150,134
-261,-66,-689,-425,-325,469
476,904,-745,414,645,-305
415,178,795,471,98,7
-782,-97,-334,244,108,-831
617,899,-475,-91,996,-709
-606,-443,-764,-787,-568,861
819,-881,910,569,308,-808
652,563,241,-802,-299,392
-810,828,314,-771,487,-448
246,977,284,-509,-234,78
166,-102,-643,193,72,864
81,132,-145,147,-866,113
615,810,-65,317,-842,-204
-143,175,-627,-171,-182,-380
-811,898,211,322,-90,-26
-35,-576,-536,407,-303,-361
845,293,-815,-300,108,0
144,199,-245,85,-292,629
-876,600,-111,-494,944,-15
-50,790,280,-249,100,-677
425,230,44,289,482,-561
-4,-52,358,734,-821,-544
-143,-458,-521,736,-860,-135
-350,298,-837,-458,929,-633
957,766,350,610,807,-840
571,-798,-837,647,-752,818
460,-499,-692,-873,-473,-133
-484,-667,-323,-538,-127,513
-126,-711,13,-225,-398,-340
440,250,566,878,-443,-683
-233,-228,-952,-840,841,-888
335,544,-790,49,-984,773
-380,427,-811,261,-64,-399
-999,217,-852,-41,159,-595
835,-359,-834,71,781,40
-488,-358,-376,-170,-168,-968
573,383,989,747,-364,711
-947,-120,-610,-348,670,-955
-436,-793,-781,-870,907,-108
908,83,216,330,714,477
657,750,924,-55,556,401
136,185,762,-602,-396,801
-997,-425,-635,197,597,-554
-319,813,-449,-789,236,-709
905,278,539,787,377,174
643,-766,-347,-144,-48,729
160,283,-956,-794,-761,-180
106,-912,313,-491,901,-527
899,422,36,-716,-984,759
30,112,11,468,-907,-381
-469,961,-617,849,169,571
-303,-541,871,380,-8,300
55,-900,581,501,894,-32
330,-833,690,766,-501,412
-131,172,251,436,741,-804
-752,-392,39,550,241,678
-394,-537,535,-800,127,31
-144,817,-274,433,-804,-766
-258,725,-354,-549,-308,70
-347,-765,-539,269,-282,-154
-477,144,185,16,923,-935
-411,204,-320,-491,-886,-184
164,221,-793,-84,749,992
-155,581,852,-300,490,193
999,731,408,994,847,-632
538,241,-574,938,269,-861
-343,-911,400,-626,-944,-299
250,457,-809,-558,809,158
-763,242,577,-879,-55,-419
686,384,84,258,-33,-289
61,-356,312,747,-982,82
-402,140,-23,323,-729,-417
473,-982,-564,448,-939,547
24,608,89,973,-518,931
243,621,277,195,646,-339
-868,96,1,-738,-712,79
-418,692,611,-997,290,367
-540,926,862,-202,924,845
408,984,-507,992,439,653
185,757,416,-727,725,-815
-775,830,383,-66,1000,-62
-447,980,-915,-994,276,709
-821,631,-115,126,468,342
-282,1001,-156,-374,-952,-736
-801,-842,858,264,324,-76
-983,152,38,499,574,519
-410,642,-9,-567,881,987
313,503,-265,600,-226,830
-802,-588,56,850,-69,-952
-713,251,-50,-714,-180,436
75,-400,-789,-190,-830,-14
54,741,-980,288,188,-470
26,235,419,-41,333,899
182,23,-868,500,-284,-429
-341,-870,-45,-43,-3,39
541,-865,640,765,531,-248
295,-887,-139,-295,492,445
983,-348,-721,-417,-331,-867
-95,708,281,255,575,372
-961,394,619,726,538,992
-83,790,887,-376,534,-949
-444,-674,638,-361,-558,-747
824,-46,950,238,726,601
-85,-94,644,-326,875,-957
201,11,184,556,135,-870
970,-748,-662,-214,752,955
-331,235,59,450,-885,325
-365,758,-935,184,418,212
682,634,223,132,59,806
415,670,321,963,-825,422
832,890,437,571,-774,657
-600,131,195,40,-758,-758
-851,149,500,635,-704,422
636,-673,-495,132,992,-793
541,-951,849,728,-601,-289
-360,676,-699,106,-748,338
-642,-505,433,-130,-881,456
466,-924,-123,531,-20,-517
-729,-825,-191,-92,458,528
792,-461,-943,205,-276,16
251,-444,807,716,338,-711
-95,172,-750,-966,265,170
289,181,480,242,200,-405
-403,-856,805,-750,-796,377
837,-109,-104,-422,-648,-53
493,-442,-932,850,918,431
-283,245,-353,921,-233,835
815,271,164,-184,-324,972
362,660,840,-862,479,-766
920,220,7,-503,-538,-184
328,-916,-88,216,172,782
-640,-628,-528,288,679,-68
-753,-134,-769,-861,204,-185
51,-291,-517,-31,-186,66
-614,-102,-122,-654,-584,103
22,-759,-17,620,863,-45
236,-551,-30,-990,80,842
-397,-425,280,523,275,-865
104,572,911,-13,-709,378
80,194,-350,-667,-534,246
940,31,143,732,-158,-394
666,411,-837,307,139,484
216,970,-496,733,620,-831
-374,100,649,985,-853,19
-702,-570,545,629,-389,-405
-155,-464,-393,-142,-314,887
-595,-865,-645,411,-488,-317
824,-317,-862,-840,699,777
-51,-187,0,-171,-81,-944
-984,872,-62,-508,349,-896
221,193,72,948,-349,287
-766,666,-436,363,696,53
871,227,-990,-702,-736,589
39,577,718,91,-838,96
462,-426,158,381,273,612
-196,428,-898,-409,-96,681
87,968,-910,66,138,-107
-9,129,807,537,-560,-396
-239,-211,831,-872,-806,49
-756,-472,797,297,-743,24
-713,835,-970,-859,-120,26
-401,-602,39,511,301,474
310,-464,516,-897,280,-723
111,289,662,872,784,-660
-750,659,-735,443,199,230
-225,696,-271,600,-539,105
-71,658,35,-71,732,-622
-83,137,-117,200,-453,179
616,-258,-951,656,735,-60
-683,520,-489,-330,-19,-771
-683,550,882,480,888,266
-774,-712,358,151,195,-426
-143,826,-491,-47,761,939
-867,-571,-421,-994,567,309
-58,-88,922,796,61,291
-823,6,-786,-182,-211,108
-528,-44,-495,-218,-413,-501
-736,-74,366,670,365,916
402,967,968,810,-662,-704
-328,-63,-697,192,436,-70
-601,-689,-884,-359,-231,402
-323,-857,790,3,651,625
590,-647,-175,-449,-81,-538
-747,-382,771,-875,934,634
-940,-112,-349,957,-397,159
209,533,396,874,688,259
18,701,922,837,542,767
-996,348,492,255,662,772
-912,657,252,321,47,808
307,-786,-428,-492,817,-460
-109,-427,691,108,-942,-385
-390,589,362,-917,-780,-622
-886,-628,376,368,481,-591
-448,228,-671,309,-288,855
-952,291,921,-897,-704,-453
-753,-329,-802,829,73,707
-25,-822,-288,562,570,-688
967,477,-158,-207,223,170
-457,-597,832,-901,-836,-99
67,-72,-199,446,-14,-954
94,-854,-56,-315,-760,532
-692,936,743,-822,-386,451
620,-142,-188,-310,-426,481
-473,682,-629,-71,953,-344
180,961,-497,-636,-424,-91
-3,538,-629,127,-785,-494
-296,-745,-652,215,949,-261
-954,47,-531,-605,442,260
-951,248,-950,897,-788,875
-544,985,396,-476,112,-347
240,-902,205,931,-466,338
-760,-358,802,-17,425,-608
784,219,11,305,-712,-860
-375,12,-362,-432,-317,865
-751,571,332,237,-496,396
278,590,475,951,597,-57
-136,-892,-104,-314,-601,437
515,279,491,738,-385,-489
-861,766,290,-841,-676,-56
-842,616,790,392,-146,-944
-610,-380,22,-338,932,611
351,-803,-167,-735,131,-40
-582,948,717,251,393,526
-144,998,464,996,-431,-590
-144,-579,820,784,42,-476
-799,131,-328,-805,560,731
-787,972,885,-167,-600,925
-690,948,-482,9,93,-394
-579,73,532,653,-822,-507
-679,-991,185,799,413,745
-720,760,-668,-337,-431,173
519,-411,934,340,375,-382
-968,-922,-938,871,759,-390
-770,780,-121,-962,-146,531
-348,-403,-882,163,250,346
-925,944,-804,-149,835,48
25,-280,53,-233,-250,-501
-372,706,-575,-681,664,-764
-495,229,-336,5,22,304
-275,-487,1000,-488,183,-765
-755,619,571,-217,891,-661
-716,510,-83,-458,940,258
-32,-755,213,555,699,-666
248,272,-864,-550,-742,-607
-191,-852,174,337,543,-876
-20,-417,840,643,-618,57
63,-698,-975,648,-773,-58
-25,931,-116,106,-318,575
334,-949,285,551,-82,-756
175,58,265,-613,625,-511
-625,-489,605,-478,-323,146
457,818,-804,-503,-876,619
602,-531,836,-39,-134,-227
-602,-302,838,-893,915,417
-305,830,-479,117,185,-998
-513,-442,241,989,331,-443
-205,985,358,55,177,604
-466,353,-464,-958,171,-753
115,243,-751,942,-950,961
469,103,687,-49,-11,-211
-52,-394,737,-866,175,-669
-371,-644,248,719,711,191
743,454,282,-362,-494,-885
-771,-357,-323,-489,-906,52
867,852,-35,911,183,-592
-906,464,808,-946,436,-665
337,313,-392,-312,-612,-354
-694,377,843,-540,461,-588
-499,92,439,910,-595,-581
-126,679,-830,283,-488,776
-695,716,-481,557,219,-378
-66,218,64,477,-744,-244
-398,-560,-175,-20,742,490
-460,621,-770,898,55,-431
41,676,-845,489,-335,860
843,-39,121,411,139,665
464,-977,923,826,-535,-975
-524,-543,76,512,470,429
-170,-400,-419,-832,-932,-766
-991,722,917,886,621,41
709,-536,-316,567,122,423
233,636,-95,896,639,-262
765,718,-565,237,-129,-787
449,-570,-677,451,261,205
433,177,-520,359,-487,-483
-369,-515,-710,681,147,976
-664,-417,794,316,-935,542
-957,119,518,321,-554,372
-416,559,270,937,808,-828
-377,473,-110,-91,-895,-110
-881,-579,-385,393,-482,36
320,-882,-631,546,460,887
-720,-934,533,392,-926,32
-113,-516,700,606,854,-75
622,245,69,576,250,-969
218,811,719,-937,-748,270
978,986,-425,603,-565,624
829,-325,-70,214,766,-374
514,123,442,542,-760,584
806,-922,-645,716,730,531
393,869,-918,521,-986,-171
15,724,-184,757,-931,-55
-81,902,426,-872,-750,-414
314,-702,-803,-545,-92,-180
-145,-268,-208,495,987,-921
486,-843,-286,-131,-146,421
168,-600,224,-994,91,989
977,0,230,740,-528,-350
-725,336,-932,-536,-884,690
868,-405,-229,-973,309,-302
-442,-682,414,-699,209,-347
159,774,-52,530,-32,-825
24,-392,-605,208,416,-124
34,-110,-346,-660,620,-907
-411,-470,674,141,490,-628
-208,-897,-264,610,781,40
-672,-760,842,706,467,329
739,514,20,792,-231,-149
237,-448,678,-397,784,-809
415,-418,30,-432,-547,-957
974,-929,783,-480,-236,339
-130,-736,947,-272,-678,501
990,-556,-305,-378,107,67
174,885,-819,481,-964,-433
-477,751,191,61,-38,182
-340,147,222,-853,679,387
846,387,-193,638,-572,87
-8,810,305,-689,195,748
119,929,-446,-502,114,265
-679,-523,994,108,-861,20
-655,-363,90,549,-611,173
-777,-269,-363,563,36,529
973,102,-679,271,-240,-603
-164,125,-455,-605,-793,290
802,236,320,-907,796,-157
-906,-998,445,-977,933,326
-693,298,-252,671,-490,777
-578,-462,-579,-874,598,495
-841,-259,611,-757,555,-641
492,134,-787,406,-277,0
-663,-72,-116,-88,742,-935
-519,358,-795,-420,-415,-16
261,-835,-457,64,219,-56
-541,-480,-703,888,-43,-647
-696,-204,-848,932,384,-977
631,855,308,726,-171,940
458,712,-78,567,-719,587
507,-531,409,295,-928,-957
613,-531,228,-756,904,197
312,-30,763,-210,-176,922
701,-413,161,-76,-872,-294
-821,595,807,-961,377,709
607,-46,-497,-46,537,-162
-663,25,-829,-332,267,-501
-245,-206,412,498,-703,-738
-265,-238,-372,-690,-520,571
-732,990,-649,-108,808,168
430,-268,997,428,-391,250
-975,639,631,222,269,-704
-378,672,748,-19,242,-939
-74,-396,-732,-957,647,-192
833,126,935,-775,-604,296
913,566,-967,-77,908,824
673,412,734,454,-76,248
-359,-421,-155,-173,108,-454
-382,325,844,-468,730,287
-303,-232,454,755,-379,-604
206,66,837,-928,284,-942
186,-60,-659,-375,-880,-440
-237,267,-801,489,149,-258
-291,478,733,-502,628,-95
162,-606,-251,971,138,202
-138,-421,655,501,-145,475
674,-782,256,230,-501,304
-812,-234,-253,-32,-199,-132
622,31,-273,910,-156,138
819,-371,-738,-536,12,765
108,-160,679,934,532,533
-934,-314,-858,450,256,-102
370,718,620,-776,237,132
642,-204,-786,-543,-95,87
-307,-738,-84,-900,216,689
-957,-991,-521,33,584,528
-755,657,-398,541,693,-267
156,625,743,-692,-428,-446
452,900,339,658,281,-14
-308,-535,880,42,-535,-685
783,730,54,-3,-438,-145
-63,347,138,115,-21,-729
-922,734,43,-977,733,-353
-383,143,-12,741,824,-28
-150,-360,-448,969,-122,939
-322,572,653,298,-626,498
363,-550,-799,900,554,-127
379,-646,817,-600,-737,-749
611,156,-960,-671,-38,-690
-290,-374,-786,-261,613,-572
-820,495,570,-521,-525,-253
607,834,83,-441,73,846
-554,208,-566,-618,-88,-56
23,850,384,-284,-500,228
898,-346,322,53,-462,-188
-373,-18,236,-622,-861,-707
-253,52,-573,339,-598,-859
329,189,701,948,189,105
-919,769,-32,105,-487,283
-330,-140,342,-475,-191,724
-290,607,-255,-417,-581,994
-918,663,992,-608,-753,-199
-835,282,839,-156,977,-849
842,-545,-473,-23,-258,835
450,340,690,423,91,904
-106,313,-512,-973,-326,658
275,665,-432,-995,-533,-445
-449,-760,203,622,-918,-893
989,-582,-631,842,-409,598
551,740,787,-62,791,286
-223,567,513,-888,-740,-638
323,-10,178,-208,-782,969
-719,265,-170,367,-211,-774
557,493,314,825,-693,525
17,909,-732,499,276,-547
-497,-113,-491,-964,190,-610
515,-502,99,689,-49,-565
-218,-604,861,-274,589,-996
976,825,-881,-464,-642,-983
636,796,323,920,269,-590
174,336,-187,562,-371,-351
787,880,-773,-905,873,196
831,926,465,671,116,728
893,730,-64,-270,-949,307
-439,-430,921,28,-274,841
-1000,-254,-30,-233,-202,119
-136,-536,-928,-557,-215,-395
-709,-900,808,-346,37,-773
-812,615,591,-313,-558,-540
-709,-341,165,-365,139,557
2,745,-844,110,-682,-806
-348,995,-425,-117,435,442
-728,509,345,739,414,148
459,-125,159,209,711,-802
139,585,-638,840,-240,603
842,127,-497,526,-422,-842
657,-316,428,-879,248,-40
577,164,-831,44,842,410
-505,-389,-252,992,630,-805
-599,485,556,-537,150,-998
-189,-19,-427,949,-188,-457
562,-534,-255,758,-874,689
-269,129,360,-583,-853,373
-472,431,-34,824,-745,688
886,-273,954,-277,-305,-797
-530,-514,614,858,248,-706
362,1001,793,411,-390,-147
887,751,496,-929,-948,-738
23,-528,-944,-701,405,325
-775,213,968,599,-11,-144
383,141,736,-914,118,221
640,671,576,31,469,923
-529,521,900,-441,-93,958
-601,8,-219,-229,-728,-518
-664,-766,131,-202,-89,-892
-940,986,-809,-524,834,359
188,808,-326,39,864,-730
855,-872,822,657,31,-561
-348,744,-381,254,935,-544
-248,-477,75,242,-879,472
638,-961,94,-972,-282,561
-945,-925,-828,423,-851,422
515,-443,903,342,673,381
958,-643,451,-502,-598,-51
-169,768,-219,549,-527,781
-470,-877,-28,-920,-254,42
-856,-849,-624,-488,734,-97
-243,572,-193,875,-400,746
396,223,843,-319,-36,-308
162,104,476,612,41,-530
667,160,831,-814,517,-804
-273,-647,304,839,478,-96
849,-230,-491,526,17,-109
399,178,131,-691,378,-870
-908,52,-46,470,20,-190
709,-167,-522,-175,-808,-832
-87,852,616,-552,-624,-874
218,15,-874,-919,-140,-301
-724,-705,878,-830,436,-543
-664,-633,982,-79,-18,50
227,835,537,-190,-913,841
4,157,844,53,-617,682
909,-226,-977,-701,-200,74
-817,555,400,-961,-735,-644
684,531,-883,728,882,327
-489,-997,-452,102,27,437
196,445,235,597,-600,567
-331,-441,-904,392,903,-407
923,833,-577,338,585,410
-374,953,-117,208,-310,426
419,-506,-95,-568,231,-570
764,-26,594,-302,-663,792
682,875,994,-173,894,266
-813,-424,978,336,-140,849
-958,928,173,-210,462,-25
662,-636,339,-659,-112,-477
-788,43,798,-960,869,521
625,-894,-410,773,-884,-134
504,-691,-549,-818,-283,-281
-236,820,-352,71,-980,573
-48,-116,-564,-210,-246,611
-7,876,237,-878,976,848
-307,835,-560,-422,193,-308
128,779,550,229,348,-150
-186,364,830,316,-156,968
-473,699,212,301,-674,904
-536,895,-62,262,853,851
-165,-850,340,-418,-917,946
-878,225,467,-515,-267,856
-188,-770,743,613,133,-530
-593,154,-360,-888,-878,-258
429,232,486,-822,-244,-228
-117,-448,719,836,-195,933
707,880,-355,229,-808,-785
-354,-897,-558,254,-595,301
-856,-142,-142,-572,951,-358
-115,493,339,929,948,-686
-218,-811,335,592,152,772
939,-569,-616,803,364,-220
700,-225,120,582,172,380
-195,-912,-935,-17,600,-720
-718,-700,-888,-533,-834,184
-269,43,-147,-36,207,-735
489,876,-935,-119,-475,-236
-657,467,720,-504,674,459
-643,623,-582,-750,681,922
-990,296,73,-545,410,115
-283,936,396,-252,-82,-536
399,925,-89,610,388,-348
-674,-288,-240,-489,440,915
96,-850,-104,-803,156,167
-641,-752,649,-846,-99,-969
461,891,727,869,28,-853
534,551,910,-954,312,-968
-292,419,506,940,514,-364
-363,542,27,42,-4,-582
133,-812,-300,-198,162,927
-708,-369,-875,228,336,503
152,746,-76,-140,811,747
689,516,-223,629,-363,323
-774,116,887,979,-792,333
-974,533,499,418,902,-176
-322,148,557,-354,963,899
-833,-483,-616,747,-725,-174
386,-161,760,-934,916,618
736,664,-521,248,-753,628
207,-494,-954,-737,13,-558
-346,-110,-753,890,577,999
-585,773,-531,-378,134,-222
987,-61,-868,473,-418,-799
-209,-883,-499,-733,-127,895
241,371,-674,-942,-471,77
394,-968,98,391,470,-322
974,561,-768,-474,-465,-447
-272,651,767,0,213,-870
953,-230,348,346,-146,-217
999,594,-358,-142,52,233
-635,778,687,221,181,765
238,30,64,366,290,-499
-748,-677,80,-900,-471,-431
776,-897,-535,171,-554,-417
-384,90,210,263,739,-831
794,-422,560,-407,-140,-470
-996,-394,197,-968,139,-488
-25,-587,94,524,992,200
-187,11,-587,546,750,-599
58,-972,-326,940,-61,-314
759,-981,371,925,312,-45
-102,-282,-263,373,-630,-60
821,-223,-3,813,-860,873
840,-402,-678,231,809,-433
-712,-876,995,-566,267,516
-402,-869,733,202,107,-200
-932,39,-417,-399,501,586
423,-335,643,510,850,-373
397,392,-108,-528,-892,-642
923,-905,-846,-629,-592,383
-388,-296,-611,-902,-137,-379
-841,49,276,-570,-449,-386
873,-329,497,729,-751,553
399,-473,910,857,519,-264
728,757,326,-203,-462,-120
806,-512,674,692,-12,607
731,32,-353,728,-399,-559
-740,200,-376,-315,175,-351
-430,194,-345,-932,789,292
-644,-241,-42,-361,62,565
223,-121,454,964,-898,519
-63,-939,-584,19,-719,19
-298,707,-810,-526,133,-782
-317,-462,-638,56,-542,975
732,493,804,763,964,-562
-432,-548,-494,59,191,-903
-815,-835,814,-642,672,956
-332,-706,593,-454,730,-126
426,208,594,-247,-661,-307
-615,400,-498,746,-251,898
902,421,472,299,-825,256
-590,-816,192,-446,-252,286
215,-205,-532,580,164,724
-496,-963,-35,-502,-108,299
455,-990,-56,-167,350,66
-523,481,506,943,810,-143
806,-217,-16,335,758,44
115,-72,199,898,-693,868
184,-560,107,-18,-807,-717
933,371,-562,-82,-616,874
530,134,-148,691,121,344
-297,-476,-809,-524,-413,546
213,-514,-201,568,330,34
-903,-304,148,-891,-725,-858
889,90,270,-18,-510,-480
689,338,44,-638,-522,269
896,-313,754,2,-806,-51
-48,-101,634,-860,494,-180
559,-378,96,663,-960,874
-212,-585,739,633,403,-339
464,452,873,586,123,604
80,-899,538,842,-189,641
347,176,-45,-699,510,982
95,-705,-481,-570,-473,737
173,-948,-824,756,-867,201
736,-600,-569,918,363,-788
-656,321,-388,-827,-495,993
-233,-495,-889,-772,766,-139
306,-494,-830,520,947,-493
218,128,-236,870,-705,153
872,-815,-440,-416,37,440
-734,-686,499,-502,399,-155
-845,921,-317,-487,-993,411
930,52,-873,-511,-974,467
-777,-639,238,356,-717,-17
264,-42,609,771,254,443
-252,-18,-711,424,-435,277
-418,141,-826,-327,745,217
68,-356,-356,-967,-405,739
-156,-385,-454,-936,-997,625
-803,-867,8,-256,341,282
383,-521,514,143,-207,-458
827,193,-511,320,-239,-506
-262,161,47,468,-458,-870
691,-607,-167,112,-595,-164
-782,-692,-80,-470,-737,-535
-572,255,316,-366,890,-851
-67,-52,-498,-558,784,157
-38,818,194,690,-718,-479
-268,231,-566,-731,594,67
246,-769,675,-753,-522,240
364,809,-362,639,-868,553
-262,440,-613,23,-711,-83
581,-354,507,-459,744,763
-434,-353,-967,-191,966,-975
483,-559,827,527,-974,-278
-502,542,-185,94,-397,-780
-910,-190,106,896,-288,225
731,-376,-867,907,-782,343
293,-144,-703,489,701,424
-279,-497,-123,-258,258,-708
-436,515,471,352,-117,430
9,-893,-623,601,109,-137
527,565,243,724,583,-3
-69,548,719,-674,68,-833
-927,-268,948,399,920,896
-47,779,949,512,1001,-212
-192,-807,-167,792,134,324
394,292,954,115,-26,-997
144,554,-783,-463,237,-256
-525,-113,-105,-795,-877,-494
962,-239,-145,485,753,-862
-895,-343,354,598,120,-829
-235,-885,-864,472,-920,-175
469,-220,776,186,548,547
-602,970,201,-958,851,504
-685,112,-808,595,111,575
761,287,445,887,587,898
-869,675,6,12,42,-642
-410,-107,-47,140,727,685
255,477,684,825,-511,650
-204,542,735,-794,-492,-156
698,78,935,186,442,-258
-836,653,-997,678,-388,-450
-233,-111,-938,334,839,728
-244,548,953,-424,-117,-197
437,22,-385,157,-450,578
997,-544,739,-383,-430,789
553,70,42,-778,246,-838
-198,-780,-140,-150,-379,863
-694,-512,426,665,234,-198
-584,29,-198,-132,621,-500
-851,415,88,585,-102,357
-367,660,147,-657,516,-605
-321,891,538,-724,342,314
724,783,-348,-698,569,-753
-578,105,144,783,56,317
-788,-291,450,-106,-440,97
42,80,-843,572,-873,883
626,263,97,474,-538,-354
890,337,-998,179,753,-219
105,997,970,104,84,705
911,101,281,136,429,820
787,913,-303,-654,998,790
-340,-709,320,-884,293,315
345,276,165,603,646,-343
312,-36,-583,348,-661,753
-876,-215,-655,-317,-391,-646
-997,750,-516,456,-145,777
-926,-130,15,291,-648,-222
-553,798,-929,-425,69,-338
-697,839,962,-356,-147,-73
543,847,-823,659,-532,-586
52,-932,-229,449,-323,-998
-718,673,468,-22,922,101
-416,-529,-854,-439,-793,232
-881,-914,575,-672,897,-4
770,792,725,-212,-355,667
143,-716,837,249,223,389
-775,631,809,375,427,-296
-161,982,388,821,-712,-650
-405,411,509,584,-605,357
-707,782,-242,-572,438,564
-428,-464,53,-675,100,-847
659,-893,-381,186,827,-277
-922,867,-87,-789,-892,543
126,-95,-907,638,459,111
725,840,-931,105,-218,192
581,911,62,123,-445,972
-115,817,730,679,572,-757
